,twitts,sentiment
17008,Ill tell you guys when its finished Proccesins  lol x,1
17009,just had a bath.....feeling refreshed ,1
17010,missin my baby in texas ,0
17011,"David Carradine dead....   followed his shows as a child, Kung Fu was a great part of my years of development.  He will be sadly missed.",0
17012,doing lunch with ange. back to work in 10 ,0
17013,@Monkee517 lolz I mean I want to say that to my boss but I'm skurd ,0
17014,"@BraveMaiden I want to ask you something in private, please DM me. ",1
17015,@ThisisDavina You make me happyy when skies are greyy  Davina= AMAZEN!,1
17016,@walshmichael hehe good point  I only caught the last 15 minutes and it was tense so for me was good ,1
17017,@jezzabell13 Oh lovely! Definitely a month for wishes to come true then for you!  My sister's is on the 4th too.,1
17018,"@QueenofScots67 Afraid not,  still looking for homes",0
17019,@mileycyrus this is just about the best quote in the world ,1
17020,@gibber22 dominate YOU did mr. 1st and 3rd  ,1
17021,this weekend has been absolutely fantabulous! Saw Night at the museum 2 yesterday. good stuff ,1
17022,loves it when he gets a sudden burst of motivation! ,1
17023,"@nickclinch strange stuff, winning Mile Cross(wow!) and Sewell but missing out in University ",0
17024,"baked the cake, made the roses... tomorrow, after the moving party and the who-knows-what with the bridesmaids, i'll decorate the cake! ",1
17025,i love my little sisteer ,1
17026,@sweetbratz16 everything haha! converse wtff. gawd i need clothes. my wardrobe is literally EMPTY. it makes me depressed  xxx,0
17027,i miss my sister so much i wish i could be in North Carolina helping her with her pregnancy and rubbing her belly &amp; talking to my nephew ,0
17028,"Had a great time in STL last night. Thanks Kevin, you're the best! Now to get ready for a work meeting in the middle of my vacation! ",0
17029,sitting at the hospital ,0
17030,"Jimmy Buffett - &quot;Last Mango In Paris&quot; (live video) Love my man JB, seen him 3X in concert  rb@420thoughts: &quot;f... ? http://blip.fm/~7bw20",1
17031,"@DJPlaZma I don't feel like going to bed yet. I can stay up, I'm a big girl. ",1
17032,Mom just brought me Wrath of Khan. Apparently she forgot it before. Now I have I - V and Generations on VHS. ,1
17033,@taaaschi ..THAT'S why I couldn't have any on my toast! ,0
17034,@briankelly your blog just swallowed my comment ,0
17035,BritRick09Mrs. Liddell made me cry today and she cried when we said our goodbyes. Aw man I'm crying now ,0
17036,"@jeffcannata Listening now. You never got back to me concretely about commentary on the films, instead of the series. Yes? No? Muffins? ",1
17037,@jordanknight DONT SAY COFFIN ON WHEELS!!!! ,0
17038,tired eyes but my brain's awake. have to clean the house ,0
17039,2nd day of three-day weekend spent all the money I had to party on the first day....waiting for work to start up again on Monday. ,0
17040,Waking up at 5 pm feels so nasty. hahaha My ankle hurts.  Damn Donato. haha,0
17041,"@writer_sheri i think so too, i think in the coming weeks we'll get there, #militarymon will make it! ",1
17042,@Jason_Pollock IT SEEMS like you were gone FOREVER! ;) We all missed ya too! ,1
17043,"excited for tomorrow! lunch at MASU with Anna, Kathy, and Ben, and maybe soem others. mmmmm sushi ",1
17044,On my way to pay bills for the month. Checkbook balance looked great this morning now ,0
17045,@BHutchinson I've been asking for an obstacle course behind Brown for a year.. that way people could REALLY test drive cars ,1
17046,"@ameliabridget i see you toniiiiiight  mad cuddles, please ! ALSO, DID YOU SEE MY FUTURE HUSBAND? HE KICKED FIVE GOALS!",1
17047,Ooo just joined Kara's club  Awesome Karadioguardi.com  xx,1
17048,@marshallsheldon Kiddo? And I could actually watch that on my phone! Funny!! I can't wait to watch it tomorrow! ,1
17049,"@patrickteoh Oh dear, so it is true  This is tragic, shall pray for her",0
17050,Baby loves some chocolate heath cream pie! But hes killin my ribs  Still Going,0
17051,Got french listening and maths exam tomorrow  x,0
17052,haha my ex's best friend just called and asked me out. Ain't that a kick in the balls ,1
17053,"@buckhollywood have fun, on radio, im still up, but im in nz and its like 742 pm on friday  Lol",1
17054,@fstop23 sausage huh   I can do a veggie tray,1
17055,@Annys31 Ive tried but I never got my hands on it ,0
17056,is going bugis with kang hao haha  ,1
17057,@BritRuxpin i would have accepted &quot;angela&quot; or &quot;the ashes&quot;. The Office reference fail ,0
17058,"I just had three courses for lunch, feel really sad about messing up my diet  going to do a hardcore exercise vid when I get home",0
17059,i really miss my friends. ,0
17060,"depeche mode concert tomorrow and i'm not going (( i want somebody to take me with them, pleaaase ",1
17061,kinda sorta not really awake. And dreading going to work ,0
17062,@HeatherHavoc I'll tell you if there are 300 plays on the new OGTV by this time tomorrow.  How's that?,1
17063,"@saucy40mom Thats the tough part, to change everything. So used to her and everything around her. She became everydays motivation ",0
17064,going to miss Margaret from the Apprentice next year ,0
17065,@davorado  will do  most likely check simpletownUSA.com by tomorrow evening if I forget to tweet   I'm in studio tonight  enjoy. Amy,1
17066,"well that's sucks, man! to be honest ",0
17067,"@DonnieWahlberg I'd also like to hug the loved ones of those who died in the recent air disaster, they've got it worse than any of us ",0
17068,@bruce_j_c Kthx. Will try in Parallels4 on mac first. After backing up vista+files have decided to replace vista.May as well live on edge ,1
17069,why is it raining?? ,0
17070,@AmazingPhil Dang that sucks ,0
17071,"i got 2 big sisters, 1 of them loves me, the other is acting different ",0
17072,"@amberback Don't, please don't tweet about food, I'm so hungry and my pizza has just started cooking ",0
17073,"@BrandonJuiceBox Aww, i want a fudge bar. ",0
17074,aaah...have to learn for school  english test tomorrow !,0
17075,@Wardere I Just got up and heading to school for an exam  i studied and forgot everything again O_O,0
17076,Today's weather does not allow for activities like yesterday's ,0
17077,And all my @replies and favourites are not here ,0
17078,"Leaving work soon, marketplace isn't working right so I can't get Magic yet. I'm a sad panda  http://bit.ly/ZChaj",0
17079,"Ohhh, my backkk!  Going to bed. Goodnight, Twitter!",0
17080,@pointlesswords Let me know what you think of the movie. I liked it considering that movies always lose something in translation. ,1
17081,Mothers Day is hard for me on so many levels...2 b honest Im glad its almost over!! I did love hearing so many share their joyful day!!! ,1
17082,still up at 4:38AM ; my mr . officer got his car stolen  all badd . a good night went sour .,0
17083,Another glorious day in sunny Iceland. Absoloutly positive this day will bring on good news ,1
17084,@DanaKk nope  I have my driving lesson in the afternoon! wooooo! wish me luck hahaa,0
17085,in wheeling ,1
17086,lattin  wooho its going to be a great day ,1
17087,Reggie new job sucks ,0
17088,@atephoald of course it is! Haha ,1
17089,stupid power outage @ home. can't open my car garage ,0
17090,"so sad...   tough game, went into PK's, screw you.",0
17091,@kurtopia &quot;not buying any T-former 2s...or at least very few&quot; ...way to commit  ...um NOT,1
17092,@TwittGoddess It was awesome 2 meet u too! I had such a blast with @amandastewart &amp; @ashbrymer in the Keys! Need to do this again soon! ,1
17093,@twininglight I wish I could be sleeping ,0
17094,back to work tomorrow for the next 5 longggg days ... ,0
17095,@TraceyMmm you're welcome ,1
17096,Not doin so grate akshully. I has very hard day ,0
17097,@iamdiddy the sun never really came out in LA today  wish it did....,0
17098,think city have given up!! ,0
17099,online shopping for my apartment ,1
17100,@Abbyluvsaj i wish you was too  but i'm doin that thing for u,0
17101,@officialTila hey what happened to the live chat ,0
17102,@MelanieFresh27 I am afraid of getting iPhone because my bill would be huge because of facebook and twitter ,1
17103,"@Fudge44 I think i feel ok about becoming 40, i was a lot worse when i was hitting 30 ",1
17104,@blath i had to go to work.. no dancing there  and i just realised i haven't eaten a fruit in ages!,0
17105, Had to buy a pair of wellies. Still in denial that it's gonna rain at Download.,0
17106,"@Itxi_Itx  I'd say stay clear of cats, but that's a rubbish piece of advice I keep ignoring...",1
17107,@papergangsta Thank you ,1
17108,@CrazyKinux Juste bought Defense Grid yesterday. You'll have great fun with this game. Especially today with the eve online maintenance ,1
17109,@hvb I hope this is infact a better day for the both of you ,1
17110,"I just can't get enough of @energeticeft's Family Energetics work! More, please  http://tinyurl.com/p3f6dz",1
17111,@thedailysurvey helo dj christi! R u dER? ,1
17112,Goodnight...I had a great day!ended my night with a smile...ohh man he make me feel so good! ,1
17113,@CarolineFW Don't tweet about Britney. I've just lost two followers as a result ,1
17114,"Big Laptop is too big, so it's time to switch to the Eee.  Bye big guy ",0
17115,"first solo trip to disney was fun  now home, cleaned up, all packed, alarms set, and ready to relax",1
17116,I want a new book to read. My son's teacher says I should check on books about how to raise a gifted child. but will it entertain? ,1
17117,@creativeswag awl  that sounds nice,1
17118,@OfficialBF1943 nice saw the date and was like of my gosh tomorrow. Then realized it meant I would be working and you wouldnt be. ,0
17119,@craaazymeaaah Clover thing lost?  Why? Where'd it go? ,0
17120,shares http://tinyurl.com/myxzre (åå¹³è§£æ±º?)     http://plurk.com/p/117w41,0
17121,apparently it's starwars day today  I like this . Shame I have revision though.,1
17122,"tired, tired and sore! twitter display pic still isnt working  xo",0
17123,@heatherpeggs Hey you!! ,1
17124,World Premier: hardware that we've all known about for six months! ,0
17125,@sophiemejones baby kicking you awake in the night? ,1
17126,@turtlespin I think the processing center might be quite good. I tried for walk up service in the WLG office ,0
17127,@HopeHeals got the shirt  thank you!  i wore it yesterday already  have a great day!,1
17128,Watching &quot;Hello my Teacher&quot; episode 1 part 2 ,1
17129,"@thestorysiren Seriously, no worries about the book! I have way too much to read right now anyhow! ",1
17130,joey is super sick  he breaths heavily and is very weak. he's sleeping in mommy's bedroom atm,0
17131,sad and mopey ,0
17132,"An epic Star Wars battle took place on our grass patch: Luke, Anakin, and the Emperor fighting. Emp had to pause bc of pebble in shoe.  ",1
17133,Nobody has shared me a crock pot recipe. ,0
17134,@robinpedrero thanks!  and good morning!,1
17135,has the hang of twittter!  haha,1
17136,This is a small drink right?..no..its a frosty ,0
17137,rah rah follow @snobscrilla and ill give you candy	,1
17138,*wail* where did @perezhilton go ,0
17139,@Mick611  movoda seems down,0
17140,@jordanknight just no showing anything that will make a spoiler! I have been trying to be good and wait ,1
17141,alright much better now american cookie is my weakness got 4 xtra sexy dresses for tonight tho ,1
17142,just got back from the sounds game. we lost ,0
17143,Its raining! ,1
17144,the cuckoo is back! this year's model starts chirping  at 11 am instead of 4 am. ,1
17145,it is raining..summer rain... nice ,1
17146,@renzomusic u r so not funny  but okie doke see ya in an hour or two!,0
17147,@sharonxyi haha sorry  love u,0
17148,"Just came back from training. The heat was so intense! Gahh, my eyelids are droopy ",0
17149,to add the programs the sales guy said we could.  Totally bumming now.,0
17150,@relatemagazine please don't forget about my email  can't wait for an answer :O sorry for bein impatient #jonasparanoid,1
17151,Reading Twilight I want bells and Edward to kiss!!!  do they ever kiss???,0
17152,Neck hurts ,0
17153,@madisoncorps OK I vote for anythign from the 80s that includes &quot;Through the Eyes of Love&quot;! ,1
17154,@amcgb TWITTER oddly enough! Iwon't be naming and shaming!  cock like a canaries clit! I'm not always vile sorry!,1
17155,http://twitpic.com/6723f - A pic of just miley! ,1
17156,"woke up on a very rainy Sunday  R2 will coverup the balcony after there has been removed a lot of trees in the backyard ,dirty hands !Tjoe",0
